Index,Holder,Week,Age,Customer Age,Active Sum,Average Long GIC Rate,Average Long GIC Rank,Average Short GIC Rate,Average Short GIC Rank,SAV,SAV Rank,Average CSH Rate,Average CSH Rank,Average Contract,Average Interest,Average Term,Balance,Average Balance,Balance Volatility,Time to Balance,Average Number of Transactions,Average Transaction Average,Average Time to Transaction,GIC Purchase,GIC Renewal
12254,51237,25,43640,43640,15,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,11162.26,2.53,467.56,0,0,0,0,0.41,10340.5,494.82,FALSE,FALSE
12255,51324,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,45327.97,2.83,366.5,0,0,0,0,0.5,0,0,FALSE,FALSE
12256,51361,25,43640,43640,7,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,10000,2.8,365.5,0,0,0,0,0.33,0,0,FALSE,FALSE
12257,51535,25,43640,43640,5,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,15005.38,2.65,546.5,0.39,0.4,0.07,30.5,0.5,0,0,FALSE,FALSE
12258,51715,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,46000,2.8,640.5,0,0,0,0,1,10000,274,FALSE,FALSE
12259,51722,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,20000,2.7,547,0,0,0,0,0.5,0,0,FALSE,FALSE
12260,51723,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,20000,-2857.14,139.61,65,0,0,0,FALSE,FALSE
12261,52174,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,2000,367,FALSE,FALSE
12262,52175,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,5907.47,365,FALSE,FALSE
12263,52196,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,21893.48,2.52,943.5,0,0,0,0,0.17,17579.16,933.17,FALSE,FALSE
12264,52416,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,13483.16,2.88,548.5,0,0,0,0,1,13483.16,548.5,FALSE,FALSE
12265,52522,25,43640,43640,8,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,6148.01,3.05,550,0,0,0,0,0.27,7859.12,996.45,FALSE,FALSE
12266,52703,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,100000,3.05,1826,0,0,0,0,0.33,1616.58,792.33,FALSE,FALSE
12267,52839,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,19436.2,2.57,1096.33,0,0,0,0,1,0,0,FALSE,FALSE
12268,52866,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,100534.5,2.83,366.5,0,0,0,0,1,0,0,FALSE,FALSE
12269,52914,25,23573,2917,5,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,46000,2.8,640.5,0.09,13142.94,135.81,16.36,0.5,5000,137,FALSE,FALSE
12270,52977,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
12271,52999,25,43640,43640,17,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,9076.92,2.9,1377.31,0.08,936.48,46.9,14.42,1.07,0,0,FALSE,FALSE
12272,53131,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,25000,2.75,1095,0,0,0,0,1,0,0,FALSE,FALSE
12273,53383,25,43640,43640,5,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,77143.63,2.17,120.75,0,0,0,0,0.5,77203.77,121.12,FALSE,FALSE
12274,53394,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,27871.11,2.75,181,0,0,0,0,0,13935.56,90.5,FALSE,FALSE
12275,53590,25,43640,43640,7,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,38429.69,2.8,366,0,0,0,0,1.17,13763.82,122.17,FALSE,TRUE
12276,53860,25,43640,43640,7,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,11878.63,2.98,1827,9.91,901.81,41.26,22.88,0.5,11254.65,1827,FALSE,FALSE
12277,54041,25,43640,43640,6,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,26489.43,2.3,213.5,0,0,0,0,0.4,21147.1,48.4,FALSE,FALSE
12278,54173,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,7340.72,2.5,731,0,0,0,0,0.67,0,0,FALSE,FALSE
12279,54174,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
12280,54321,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,22485.5,2.3,91,0,0,0,0,1.5,11242.75,45.5,FALSE,FALSE
12281,54333,25,29507,2917,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,10661.6,2.45,731.5,0,0,0,0,0.5,8703.73,732.5,FALSE,FALSE
12282,54493,25,,2917,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,97612.5,2.8,365,0,0,0,0,1,0,0,FALSE,FALSE
12283,54619,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,100000,2.3,1097,0,0,0,0,1,0,0,FALSE,FALSE
12284,54695,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
12285,54722,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,4416.13,2.7,731.33,0,0,0,0,1,4416.13,731.33,FALSE,FALSE
12286,54746,25,43640,43640,6,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,15000,3,1827,31.82,1793.56,61.95,20.61,0.6,6000,730.6,FALSE,FALSE
12287,54809,25,43640,43640,5,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,10152.5,2.8,1186.5,18,38.38,5.27,26.14,0.5,3975,456.75,FALSE,FALSE
12288,54892,25,43640,43640,13,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,10909.09,2.73,449,0,0,0,0,0.77,791.92,84.46,FALSE,FALSE
12289,55067,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
12290,55193,25,43640,43640,12,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,2556.91,2.93,1826.67,0,0,0,0,0.8,704.27,548.1,FALSE,FALSE
12291,55325,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,4819.72,2.78,732,0,0,0,0,1,4819.72,732,FALSE,FALSE
12292,55328,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,27795.78,2.8,1096,0,0,0,0,1,27795.78,1096,FALSE,FALSE
12293,55364,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,50000,2.55,366,0,0,0,0,0.33,0,0,FALSE,FALSE
12294,55407,25,31721,2917,16,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,40242.08,2.45,411.17,7.64,2405.1,61.22,16.64,0.64,16675.6,176.07,FALSE,FALSE
12295,55469,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,49499.12,2.72,365.5,0,0,0,0,4,49499.12,365.5,FALSE,FALSE
12296,55973,25,43640,43640,6,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,17588.57,2.51,731,0,0,0,0,1.25,17588.57,731,FALSE,FALSE
12297,55975,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,1914.71,2.72,367.5,0,0,0,0,1,1914.71,367.5,FALSE,FALSE
12298,56024,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,80000,3,1827,0,0,0,0,1,0,0,FALSE,FALSE
12299,56081,25,43640,43640,7,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,17535.21,2.76,366,0,0,0,0,0.57,0,0,FALSE,FALSE
12300,56183,25,43640,43640,9,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,6884.43,2.76,731.33,8000,641.15,28.22,26.14,0.75,1204.93,183,FALSE,FALSE
12301,56484,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
12302,56625,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,85000,2.8,367,0,0,0,0,1,0,0,FALSE,FALSE
12303,56630,25,26524,2917,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,85500,3.15,1827,3000,540.34,27.85,27.6,1,0,0,TRUE,FALSE
12304,57085,25,24508,2917,10,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,14467.38,2.8,975,12000,-7143.79,105.28,21.62,0.88,4903.93,456.75,FALSE,FALSE
12305,57272,25,23571,2917,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0.52,3847.04,78.23,44.33,0,0,0,FALSE,FALSE
12306,57277,25,43640,43640,8,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,45000,2.75,640.67,0,0,0,0,1.14,0,0,FALSE,FALSE
12307,57358,25,30359,2917,24,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,2714.11,2.95,1826.75,0.06,0.06,0,0,0.73,575.32,415.14,FALSE,FALSE
12308,57470,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,61000,2.97,1826.5,0,0,0,0,1,0,0,FALSE,FALSE
12309,57643,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,28875.88,3.05,731.67,0,0,0,0,0.75,21656.91,548.75,FALSE,FALSE
12310,57647,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,6000,3.15,1827,0,0,0,0,0.5,3000,913.5,FALSE,FALSE
12311,57711,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,33534.55,1827,FALSE,FALSE
12312,57757,25,27657,2917,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,31131.22,4200.53,80.33,23.83,1,0,0,FALSE,FALSE
12313,57760,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,24529.64,2.72,365.5,0,0,0,0,1.5,24529.64,365.5,FALSE,FALSE
12314,57844,25,43640,43640,5,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,8970.18,2.75,1826,0,0,0,0,0,3742.55,913,FALSE,FALSE
12315,57891,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,5539.6,2.62,548,0,0,0,0,1,2861.89,274.5,FALSE,FALSE
12316,57944,25,43640,43640,8,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,46994.24,2.54,366.5,0,0,0,0,0.5,31083.84,274.88,FALSE,FALSE
12317,58019,25,43640,43640,5,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,56268.47,2.2,60.5,0,0,0,0,0.86,56104.71,60.57,FALSE,FALSE
12318,58036,25,43640,43640,15,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,21316.75,3,1826.62,0,0,0,0,0.53,9748.77,1461.2,FALSE,FALSE
12319,58060,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0.47,-0.4,1.54,15.42,0,0,0,FALSE,FALSE
12320,58075,25,43640,43640,11,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,10000,2.9,550,0,0,0,0,0.3,0,0,FALSE,FALSE
12321,58235,25,43640,43640,8,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,23712.52,2.79,1278.67,0,0,0,0,0.75,11871.9,1004.75,FALSE,FALSE
12322,58278,25,43640,43640,11,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,22500,2.89,1461.75,0,0,0,0,0.44,2337.87,324.67,FALSE,FALSE
12323,58329,25,43640,43640,8,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,10715.83,2.58,884,3.84,3.94,0.24,30.5,1.6,1019.22,348.6,FALSE,FALSE
12324,58356,25,43640,43640,19,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,4612.1,2.77,1516.3,1.58,2090.72,46.43,10.68,0.5,4368.77,1278.69,FALSE,FALSE
12325,58599,25,43640,43640,8,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,49444.81,2.7,366.5,0,0,0,0,1.25,5272.43,183.25,FALSE,FALSE
12326,58636,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,85000,3.05,1826,0.16,3571.55,68.28,26.14,0.5,3000,913,FALSE,FALSE
12327,58638,25,43640,43640,6,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,18939.39,2.83,1004.5,0,0,0,0,0.67,12626.26,669.67,FALSE,FALSE
12328,58639,25,43640,43640,6,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,52488.5,244,FALSE,FALSE
12329,58640,25,43640,43640,22,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,23231.24,2.23,56.4,26.31,21.11,2.53,13.07,1.28,23898.38,53.2,FALSE,FALSE
12330,58825,25,30227,2917,16,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,44244.06,2.9,1643.88,17600,541.22,27.96,18.22,0.5,11285.81,936.06,FALSE,FALSE
12331,59376,25,43640,43640,9,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,47184.33,3.05,1534.4,0.02,1785.73,50.12,20.33,1.17,33820.27,669.67,FALSE,TRUE
12332,59635,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
12333,59761,25,43640,43640,6,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,163.53,2.2,60.5,0,0,0,0,0.86,163.05,60.57,FALSE,FALSE
12334,59768,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
12335,60354,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,26731.37,2.82,1400.33,0,0,0,0,1,0,0,FALSE,FALSE
12336,60403,25,43640,43640,6,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,25000,2.65,639.5,849.29,35.75,6.31,26.14,1,21616.88,609,FALSE,TRUE
12337,60777,25,43640,43640,11,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,16627.27,2.76,366,0,0,0,0,0.55,16102.46,598.55,FALSE,FALSE
12338,60838,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,4228.8,1826,FALSE,FALSE
12339,60865,25,43640,43640,13,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,20072.88,2.75,366,0,0,0,0,0.77,0,0,FALSE,TRUE
12340,60872,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,35849.65,2.5,1827,0,0,0,0,0,35849.65,1827,FALSE,FALSE
12341,60944,25,43640,43640,18,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,8817.73,2.5,632,0.09,1203.94,40.88,17.09,0.65,7208.54,854.35,FALSE,FALSE
12342,61182,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE
12343,61213,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,15301.7,365.5,FALSE,FALSE
12344,61288,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,14510.8,1461,FALSE,FALSE
12345,61374,25,43640,43640,11,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,52036.98,2.54,411,83904.65,8292.93,122.07,17.2,0.75,0,0.12,FALSE,FALSE
12346,61585,25,43640,43640,7,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,12261.46,913,FALSE,FALSE
12347,61702,25,43640,43640,7,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,7625.34,3.03,1461.67,0,0,0,0,0.5,5979.34,1340.33,FALSE,FALSE
12348,61776,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
12349,61787,25,43640,43640,5,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,5036.35,3,1826.5,0,0,0,0,1,0,0,FALSE,FALSE
12350,61792,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,5838.14,365.5,FALSE,FALSE
12351,61877,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,49423.2,2.55,366,0,0,0,0,0.67,0,0,FALSE,FALSE
12352,61927,25,43640,43640,9,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,44258.18,2.85,550.33,0,0,0,0,0.75,14737.71,252.25,FALSE,FALSE
12353,62067,25,43640,43640,19,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,11827.86,2.71,887.71,2200,3340.5,70.89,7.96,0.93,880.67,268.07,FALSE,FALSE
12354,62164,25,43640,43640,5,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,10000,2.84,1141.25,0,0,0,0,0.75,0,0,FALSE,FALSE
12355,62267,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,8565.3,3.1,731,0,0,0,0,0,8565.3,731,FALSE,FALSE
12356,62268,25,43640,43640,6,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,15619.31,2.66,548.75,0,0,0,0,1,3919.19,548.83,FALSE,FALSE
12357,62393,25,43640,43640,5,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,6281.71,1826.22,FALSE,FALSE
12358,62449,25,43640,43640,9,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,14679.62,2.91,780.25,0,0,0,0,0.44,11639.79,692,FALSE,TRUE
12359,62450,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,7741.3,1826.14,FALSE,FALSE
12360,62456,25,43640,43640,38,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,11340.24,2.7,435.32,9.56,9.82,0.39,30.5,0.76,4076.04,175.53,FALSE,FALSE
12361,62483,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,9460.38,366.5,FALSE,FALSE
12362,62601,25,26114,2917,14,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,13663.02,2.94,727.43,28956,1551.5,51.51,20.33,0.31,7312.49,433.85,FALSE,FALSE
12363,62681,25,43640,43640,7,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,26992.12,3,1461.5,0,0,0,0,0.29,857.14,260.86,FALSE,FALSE
12364,62724,25,43640,43640,13,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,13786.16,2.36,715,0.16,339.85,34.71,11.3,0.44,6955.5,703.22,FALSE,FALSE
12365,62756,25,43640,43640,7,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,30000,2.55,547,29.19,2888.47,64.46,26.14,0.4,0,0,FALSE,FALSE
12366,62942,25,43640,43640,7,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,12248.29,365.67,FALSE,FALSE
12367,63035,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,6.15,1802.46,49.87,22.88,0,6218.31,1826.5,FALSE,FALSE
12368,63132,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,25309.83,366.5,FALSE,FALSE
12369,63168,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,3009.26,366.5,FALSE,FALSE
12370,63363,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,10010.44,366.5,FALSE,FALSE
12371,63503,25,43640,43640,6,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,5671.08,3.08,1827,0,0,0,0,0.4,7161.98,1826.8,FALSE,FALSE
12372,63507,25,20909,2917,10,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,13399.91,3.01,1827,0,0,0,0,0.56,12233.3,1420.89,FALSE,FALSE
12373,63534,25,28691,2917,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,50000,2.85,1827,0,358.9,22.41,16,1,0,0,FALSE,FALSE
12374,63782,25,25698,2917,19,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,18217.31,2.71,714.89,8.89,4415.07,81.14,26.14,0.69,8587.05,355.88,FALSE,FALSE
12375,63809,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,10299.78,3,1279,0,0,0,0,0.67,2556.59,609,FALSE,FALSE
12376,63911,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,85860.06,2.55,1096,0,0,0,0,1,85860.06,1096,FALSE,FALSE
12377,63912,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,50865.84,2.8,766,0,0,0,0,0.33,39154.92,1119.33,FALSE,FALSE
12378,63990,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,15440.86,2.88,1700,0,0,0,0,1.33,15440.86,1700,FALSE,FALSE
12379,63997,25,24681,2917,16,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,15403.03,2.91,1409.43,68563.34,59568.58,114.28,26.75,0.78,7230.85,589.22,FALSE,FALSE
12380,64016,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,17408.68,852.83,FALSE,FALSE
12381,64026,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,8695.97,2.75,550,0,0,0,0,1,0,0,FALSE,FALSE
12382,64056,25,43640,43640,14,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,14955.44,2.98,1504.14,0,0,0,0,0.43,13316.76,1274,FALSE,TRUE
12383,64070,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,20115.23,2.55,549,0,0,0,0,1,19676.82,549,FALSE,FALSE
12384,64111,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,37.97,38.97,0.77,30.5,0,0,0,FALSE,FALSE
12385,64284,25,43640,43640,6,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,26274.2,2.75,1627.5,0,0,0,0,0,9673.62,1320.12,FALSE,FALSE
12386,64290,25,43640,43640,21,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,8893.95,2.63,553.17,67.65,69.44,1.02,30.5,0.5,4511.4,262.62,FALSE,FALSE
12387,64435,25,43640,43640,7,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,25300,2.3,1095,32.83,2178.61,64.79,16.73,0.75,0,0,FALSE,FALSE
12388,64436,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,10250,2.98,732,0,0,0,0,0.67,0,0,FALSE,FALSE
12389,64438,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,41695.79,2.83,1095.5,0,0,0,0,1.5,41695.79,1095.5,FALSE,FALSE
12390,64589,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,4841.27,366,FALSE,FALSE
12391,64870,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,2,16456.42,1826,FALSE,FALSE
12392,65038,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,11487.65,1827,FALSE,FALSE
12393,65134,25,43640,43640,8,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,51728.98,3,1826.5,68.25,364.76,20.67,22,0.11,19611.65,1826.11,FALSE,FALSE
12394,65135,25,43640,43640,9,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,38114.56,2.85,1170,10.12,10.39,0.4,30.5,0.43,14643.25,825,FALSE,FALSE
12395,65265,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,17.01,17.46,0.51,30.5,0,5576.05,366.5,FALSE,FALSE
12396,65285,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,45179.64,2.3,546.5,0,0,0,0,0,0,0,FALSE,FALSE
12397,65319,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,15981.17,1339,FALSE,FALSE
12398,65324,25,43640,43640,1,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,5938.01,1826,FALSE,FALSE
12399,65350,25,43640,43640,3,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,0,0,0,0,0,0,0,0,5270.44,365.17,FALSE,FALSE
12400,65376,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,10039.86,3,365,0,0,0,0,1,10039.86,365,FALSE,FALSE
12401,65381,25,43640,43640,13,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,7962.53,2.97,1826.64,27.22,2007.49,53.48,29,1,6144.35,1660.64,FALSE,FALSE
12402,65398,25,43640,43640,6,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,1137.48,2.99,1827.25,0,0,0,0,0.67,424.98,609,FALSE,FALSE
12403,65462,25,43640,43640,5,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,97247.54,2.2,60.5,0,0,0,0,0.86,96964.53,60.57,FALSE,FALSE
12404,65637,25,43640,43640,4,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,18138.18,2.75,1827,0,0,0,0,0.33,6046.06,609,FALSE,FALSE
12405,65888,25,43640,43640,2,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,10000,2.9,1827,0,0,0,0,1,0,0,FALSE,FALSE
12406,65987,25,43640,43640,26,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,10298.48,2.8,997.36,20.87,2719.74,62.16,26.14,0.54,9057.1,808.31,FALSE,TRUE
12407,66003,25,43640,43640,6,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,4000,2.17,60.67,0,0,0,0,0.71,3428.57,52,FALSE,FALSE
12408,66051,25,43640,43640,9,0.03,3.5,0.021666667,1.833333333,0.02,13,0.02,1,2500,2.73,365.5,0,0,0,0,0.75,0,0,FALSE,FALSE
