Index,Holder,Week,Age,Customer Age,Active Sum,Average Long GIC Rate,Average Long GIC Rank,Average Short GIC Rate,Average Short GIC Rank,SAV,SAV Rank,Average CSH Rate,Average CSH Rank,Average Contract,Average Interest,Average Term,Balance,Average Balance,Balance Volatility,Time to Balance,Average Number of Transactions,Average Transaction Average,Average Time to Transaction,GIC Purchase,GIC Renewal
3140,60403,6,43507,43507,6,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,25000,2.65,639.5,3.61,58.84,8.67,27.45,1,21616.88,609,FALSE,FALSE
3141,60777,6,43507,43507,13,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,16102.46,2.72,598.55,0,0,0,0,1.09,16102.46,598.55,FALSE,FALSE
3142,60838,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,4228.8,3.05,1826,0,0,0,0,1,4228.8,1826,FALSE,FALSE
3143,60865,6,43507,43507,14,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,17521.03,2.78,366,0,0,0,0,1,0,0,FALSE,FALSE
3144,60872,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,35849.65,2.5,1827,0,0,0,0,0,35849.65,1827,FALSE,FALSE
3145,60944,6,43507,43507,20,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10139.12,2.65,870.93,0.09,717.28,31.13,20.47,0.82,7208.54,854.35,FALSE,TRUE
3146,61182,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,5000,3,546,0,0,0,0,1,0,0,FALSE,FALSE
3147,61213,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,15301.7,2.8,365.5,0,0,0,0,1,15301.7,365.5,FALSE,FALSE
3148,61288,6,43507,43507,6,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,49712.21,3.34,1826.4,0,0,0,0,0.83,12092.33,1217.5,FALSE,FALSE
3149,61374,6,43507,43507,12,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,39735.42,2.71,417.86,1000,5889.28,104.57,15.95,0.89,0,0.11,FALSE,FALSE
3150,61585,6,43507,43507,9,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,41545.13,2.83,1826.5,0,0,0,0,0.5,12261.46,913,FALSE,FALSE
3151,61702,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,7625.34,3.03,1461.67,0,0,0,0,0.83,5979.34,1340.33,FALSE,FALSE
3152,61776,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,20170,3.15,1827,0,0,0,0,1,0,2,FALSE,FALSE
3153,61787,6,43507,43507,5,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,5036.35,3,1826.5,0,0,0,0,1,0,0,FALSE,FALSE
3154,61792,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,5838.14,2.88,365.5,0,0,0,0,1,5838.14,365.5,FALSE,FALSE
3155,61877,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,29577.28,2.95,823,0,0,0,0,1,0,0,FALSE,FALSE
3156,61927,6,43507,43507,9,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,34742.21,2.96,550.5,0,0,0,0,0.88,14737.71,252.25,FALSE,FALSE
3157,62067,6,43507,43507,19,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,11426,2.75,877.33,2000,2088.08,51.95,10.82,1,880.67,268.07,FALSE,FALSE
3158,62164,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10000,2.94,1132.4,0,0,0,0,1,0,0,FALSE,FALSE
3159,62267,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,8565.3,3.1,731,0,0,0,0,1,8565.3,731,FALSE,FALSE
3160,62268,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,12381.69,2.68,670.83,0,0,0,0,1.5,3919.19,548.83,FALSE,FALSE
3161,62393,6,43507,43507,10,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,6281.71,3.21,1826.22,0,0,0,0,1,6281.71,1826.22,FALSE,TRUE
3162,62449,6,43507,43507,9,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,12344.76,2.93,710.12,0,0,0,0,0.89,11639.79,692,FALSE,FALSE
3163,62450,6,43507,43507,8,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,7741.3,3.17,1826.14,0,0,0,0,1,7741.3,1826.14,FALSE,TRUE
3164,62456,6,43507,43507,41,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,9924.17,2.72,448.59,5007.81,222.24,16.91,27.45,0.89,4076.04,175.53,FALSE,FALSE
3165,62483,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,9460.38,2.92,366.5,0,0,0,0,1,9460.38,366.5,FALSE,FALSE
3166,62601,6,25981,2784,14,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,30929.6,2.97,714,39000,15433.12,134.56,17.45,0.85,7312.49,433.85,FALSE,FALSE
3167,62681,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,24848.94,2.99,1127.67,0,0,0,0,1,857.14,263,FALSE,FALSE
3168,62724,6,43507,43507,13,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10549.94,2.68,928.38,0.14,202.53,24.41,16.64,0.89,6955.5,703.22,FALSE,FALSE
3169,62756,6,43507,43507,9,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,28333.33,2.91,487.33,27.04,1732.54,49.22,27.45,1,0,0,FALSE,FALSE
3170,62942,6,43507,43507,12,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,12248.29,2.93,365.67,0,0,0,0,1.33,12248.29,365.67,FALSE,FALSE
3171,63035,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,7174.65,3.1,1534.2,750,1154.24,46.05,15.15,0.8,4974.65,1461.2,FALSE,FALSE
3172,63132,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,25309.83,2.92,366.5,0,0,0,0,1,25309.83,366.5,FALSE,FALSE
3173,63168,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,3009.26,2.92,366.5,0,0,0,0,1,3009.26,366.5,FALSE,FALSE
3174,63363,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10010.44,2.92,366.5,0,0,0,0,1,10010.44,366.5,FALSE,FALSE
3175,63503,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,7161.98,3.31,1826.8,0,0,0,0,1,7161.98,1826.8,FALSE,FALSE
3176,63507,6,20776,2784,10,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,13662.94,3.12,1827,0,0,0,0,0.89,12233.3,1420.89,TRUE,FALSE
3177,63534,6,28558,2784,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,50000,2.85,1827,0,213.81,16.91,16,1,0,0,FALSE,FALSE
3178,63782,6,25565,2784,20,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,19359.52,2.81,650,-3500,3594.28,86.9,10.72,0.88,8587.05,355.88,FALSE,FALSE
3179,63809,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,9423.11,3.02,1461.67,0,0,0,0,1,2556.59,609,FALSE,FALSE
3180,63911,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,85860.06,2.55,1096,0,0,0,0,1,85860.06,1096,FALSE,FALSE
3181,63912,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,39154.92,3.07,1119.33,0,0,0,0,1,39154.92,1119.33,FALSE,FALSE
3182,63990,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,15440.86,2.88,1700,0,0,0,0,1.67,15440.86,1700,FALSE,FALSE
3183,63997,6,24548,2784,22,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,17134.7,2.93,1279.25,68563.34,63204.76,87.29,15.94,0.89,7230.85,589.22,FALSE,FALSE
3184,64016,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,20372.28,3,1400.67,0,0,0,0,1,17408.68,852.83,FALSE,FALSE
3185,64026,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,8695.97,2.75,550,0,0,0,0,1,0,0,FALSE,FALSE
3186,64056,6,43507,43507,18,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,22964.66,3.08,1616.88,0,0,0,0,1.12,11652.16,1114.84,TRUE,TRUE
3187,64070,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,19676.82,2.77,549,0,0,0,0,1,19676.82,549,FALSE,FALSE
3188,64111,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,43350,2.88,1187.5,0.4,1439.69,47.73,25.17,1,0,0,FALSE,FALSE
3189,64284,6,43507,43507,8,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,23019.82,3.05,1760.33,0,0,0,0,0.62,9673.62,1320.12,FALSE,FALSE
3190,64290,6,43507,43507,28,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,9077.67,2.67,561.9,62.66,68.6,1.18,30.3,0.64,4330.95,252.12,FALSE,FALSE
3191,64435,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10301.25,2.81,730.5,10.37,1573.25,53.39,19.19,1,0,0,FALSE,FALSE
3192,64436,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,8500,2.97,731.67,0,0,0,0,1,0,0,FALSE,FALSE
3193,64438,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,41695.79,2.83,1095.5,0,0,0,0,1.5,41695.79,1095.5,FALSE,FALSE
3194,64589,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,0,0,0,0,4841.27,366,FALSE,FALSE
3195,64870,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,16456.42,2.25,1826,0,0,0,0,4,16456.42,1826,FALSE,FALSE
3196,65038,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,0,0,0,1,11487.65,1827,FALSE,FALSE
3197,65134,6,43507,43507,13,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,35402.59,3.16,1826.25,57.01,313.09,19.89,21.07,0.56,19611.65,1826.11,FALSE,FALSE
3198,65135,6,43507,43507,12,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,38357.54,2.94,1294.71,955.5,70.63,9.17,27.45,0.88,12812.85,721.88,FALSE,TRUE
3199,65265,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,5576.05,2.92,366.5,24.01,-107.63,13.18,25.17,1,5576.05,366.5,FALSE,FALSE
3200,65285,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,45877.93,2.65,548.5,0,0,0,0,1,0,0,FALSE,FALSE
3201,65319,6,43507,43507,5,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,35533.75,2.42,1095.5,0,0,0,0,0.4,9588.7,803.4,FALSE,TRUE
3202,65324,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,0,0,0,0,3958.67,1217.33,FALSE,FALSE
3203,65350,6,43507,43507,6,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,4704.57,2.92,365.25,0,0,0,0,0.67,5270.44,365.17,FALSE,FALSE
3204,65376,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10039.86,3,365,0,0,0,0,1,10039.86,365,FALSE,FALSE
3205,65381,6,43507,43507,13,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,7962.53,2.97,1826.64,25.22,1206.91,40.54,29.36,1,6144.35,1660.64,FALSE,FALSE
3206,65398,6,43507,43507,9,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,2424.99,3.06,1705.33,0,0,0,0,0.75,318.74,456.75,FALSE,FALSE
3207,65462,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,97082.22,2.23,60.33,0,0,0,0,1.43,96964.53,60.57,FALSE,FALSE
3208,65637,6,43507,43507,5,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,22712.73,2.92,1096.67,0,0,0,0,1,6046.06,609,FALSE,FALSE
3209,65888,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10000,2.9,1827,0,0,0,0,1,0,0,FALSE,FALSE
3210,65987,6,43507,43507,29,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,12149.72,2.87,929.91,-6000,1116.39,45.01,25.17,1.04,9057.1,808.31,FALSE,FALSE
3211,66003,6,43507,43507,9,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,17000,2.34,252.43,0,0,0,0,1.38,3000,45.5,FALSE,FALSE
3212,66051,6,43507,43507,11,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,2200,2.82,365.4,0,0,0,0,1.2,0,0,FALSE,FALSE
3213,66063,6,24980,2784,6,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,59241.07,2.95,1826.75,0.02,788.03,37.85,23.31,1,4241.07,456.75,FALSE,FALSE
3214,66071,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,50000,2.92,1827,0,0,0,0,1,0,0,FALSE,FALSE
3215,66109,6,43507,43507,11,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10676.92,2.76,493.8,0,0,0,0,0.82,10753.03,498.64,FALSE,FALSE
3216,66113,6,43507,43507,24,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,13712.58,2.91,1015.17,750,3683.73,76.41,16.41,1.05,3356.37,451.63,FALSE,FALSE
3217,66299,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,18913.75,2.47,1095.5,0,0,0,0,1.5,18913.75,1095.5,FALSE,FALSE
3218,66337,6,-3759,2784,6,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,11427.46,2.89,548.4,0,0,0,0,1,3450.04,292.2,FALSE,FALSE
3219,66448,6,43507,43507,10,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,13751.47,2.53,379.67,0,0,0,0,1,6767.61,128.1,FALSE,FALSE
3220,66466,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,50000,3,1827,0,0,0,0,1,0,0,FALSE,FALSE
3221,66491,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,12236.94,1.88,548.5,0,0,0,0,1,6236.94,182.5,FALSE,FALSE
3222,66797,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10000,3.05,1827,0,0,0,0,1,0,0,FALSE,FALSE
3223,66830,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,20000,2.95,1827,0,0,0,0,1,0,0,FALSE,FALSE
3224,66900,6,43507,43507,1,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,6988.82,2.85,550,0,0,0,0,0,6988.82,550,FALSE,FALSE
3225,66938,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,11696.18,2.62,731.5,0,0,0,0,1,0,0,FALSE,FALSE
3226,67005,6,23823,2784,16,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,27198.22,2.68,442.08,0.02,0.55,12.26,24.69,1,0,0,FALSE,FALSE
3227,67051,6,43507,43507,19,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,15000.73,2.26,149.12,0,0,0,0,1.39,14445.13,147.5,FALSE,FALSE
3228,67208,6,43507,43507,1,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,36.72,40.23,0.9,30.1,0,0,0,FALSE,FALSE
3229,67311,6,43507,43507,10,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,107261.08,2.22,91,0,0,0,0,1.6,107261.08,91,FALSE,FALSE
3230,67315,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,29333.33,3.03,974.67,0,0,0,0,1.33,0,3.67,FALSE,FALSE
3231,67433,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,5910.32,2.72,369,0,0,0,0,1,5910.32,369,FALSE,FALSE
3232,67533,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,97000,3.05,1826,0,0,0,0,1,0,0,FALSE,FALSE
3233,67556,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,95000,3.05,1827,0,0,0,0,1,0,0,FALSE,FALSE
3234,67616,6,28607,2784,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,21893.21,2.95,611,-120.44,-120.44,0,15,0.6,2966.8,658,FALSE,FALSE
3235,67645,6,27787,2784,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,47694.43,2.85,1461,150,-34.64,8.57,22.43,2,47694.43,1461,FALSE,FALSE
3236,67829,6,28651,2784,8,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,20086.24,3.1,1826.6,3.74,1330.76,42.41,20.62,0.83,1000,304.33,FALSE,FALSE
3237,67957,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,7513.57,2.83,511,0,0,0,0,1,7513.57,511,FALSE,FALSE
3238,68048,6,43507,43507,1,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
3239,68066,6,27652,2784,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,27517.81,3.02,1461.33,0,0,0,0,0.67,27517.81,1461.33,FALSE,FALSE
3240,68240,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,7511.41,2.78,736,0,0,0,0,1.5,7511.41,736,FALSE,FALSE
3241,68320,6,24244,2784,20,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,46824.67,2.6,585,0,0,0,0,1.08,42605.65,548.5,FALSE,FALSE
3242,68499,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,8168.35,2.75,366.5,0,0,0,0,1,8168.35,366.5,FALSE,FALSE
3243,68733,6,43507,43507,15,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,7714.28,3.04,1461.93,0,0,0,0,1.07,1642.85,417.79,FALSE,FALSE
3244,68765,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,95102.6,1.9,60,0,0,0,0,0.5,95102.6,60,FALSE,FALSE
3245,68814,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,27494.6,3.5,1827,0,0,0,0,1,27494.6,1827,FALSE,FALSE
3246,68835,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,14655.29,3,1826,0,0,0,0,1,14655.29,1826,FALSE,FALSE
3247,69062,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,0,0,0,1,0,88,FALSE,TRUE
3248,69066,6,19421,2784,13,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,9000.23,2.42,399.18,100000,74517.52,188.48,30.5,1.45,8545.69,299.55,FALSE,FALSE
3249,69203,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10640.6,2.23,60.67,0,0,0,0,1.43,10627.74,60.57,FALSE,FALSE
3250,69250,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,2202.31,2.8,365.5,0,0,0,0,1,2202.31,365.5,FALSE,FALSE
3251,69340,6,43507,43507,18,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10645.32,2.76,781.18,0,0,0,0,0.87,4393.66,670.53,FALSE,FALSE
3252,69400,6,43507,43507,29,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,7135,2.68,892.08,0,0,0,0,1.17,6750.71,928.93,FALSE,FALSE
3253,69479,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,25000,3.05,1826,0,0,0,0,1,0,0,FALSE,FALSE
3254,69519,6,43507,43507,1,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,0,0,0,1,0,0,TRUE,FALSE
3255,69627,6,43507,43507,8,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,22843.02,3.01,1826.71,0,0,0,0,1,22843.02,1826.71,FALSE,TRUE
3256,69825,6,43507,43507,23,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,11834.17,2.74,786.53,-25500,-499.59,29.93,7.46,1.25,7795.35,567.95,TRUE,FALSE
3257,69987,6,43507,43507,13,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,12763.52,2.93,235.5,0,0,0,0,1.08,12763.52,235.5,FALSE,FALSE
3258,70144,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,6161.2,2.23,61,0,0,0,0,1.43,6153.8,60.86,FALSE,FALSE
3259,70230,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,18294.96,2.19,60.57,0,0,0,0,1.71,18294.96,60.57,FALSE,TRUE
3260,70235,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,30571.38,2.95,1643.5,0,0,0,0,1.5,30571.38,1643.5,FALSE,FALSE
3261,70418,6,30481,2784,10,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,24862.97,2.83,1253,0.01,-6.82,0.95,27,1,17720.12,731.14,FALSE,FALSE
3262,70497,6,43507,43507,8,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,22017.42,2.88,365.75,0,0,0,0,1,0,0,FALSE,FALSE
3263,70525,6,43507,43507,10,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,17023.05,2.75,457.67,0,0,0,0,0.6,11811.65,238.1,FALSE,FALSE
3264,70668,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,5093.35,2.92,366,0,0,0,0,1.5,5093.35,366,FALSE,FALSE
3265,71178,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,11952.37,3.17,1826.86,0,0,0,0,1.14,11952.37,1826.86,FALSE,FALSE
3266,71228,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,2781.82,3.15,1096,0,0,0,0,1,2781.82,1096,FALSE,FALSE
3267,71281,6,28175,2784,5,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,44787.02,3.2,610.67,0,0,0,0,1.33,12662.02,243.67,FALSE,FALSE
3268,71516,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,45000,2.85,549,0,0,0,0,0,0,0,FALSE,FALSE
3269,71582,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,25648.47,2.47,391.43,0,0,0,0,1.14,15151.36,209.14,FALSE,TRUE
3270,71716,6,43507,43507,5,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,6989.02,3.29,1826.4,0,0,0,0,1.2,6989.02,1826.4,FALSE,TRUE
3271,71807,6,43507,43507,1,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,0,0,0,1,11000,731,TRUE,FALSE
3272,71895,6,43507,43507,4,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,4004.14,3.17,1095.75,0,0,0,0,1,4004.14,1095.75,FALSE,FALSE
3273,72013,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,17299.34,2.23,60.67,0,0,0,0,1.43,17278.42,60.57,FALSE,FALSE
3274,72146,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,9468.31,2.88,548.5,0,0,0,0,1,9468.31,548.5,FALSE,FALSE
3275,72151,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,30000,2.7,366.5,0,0,0,0,1,0,0,FALSE,FALSE
3276,72176,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,34035.46,3.1,733,0,0,0,0,1,34035.46,733,FALSE,FALSE
3277,72191,6,43507,43507,7,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,6125.1,2.23,61,0,0,0,0,1.43,6117.74,60.86,FALSE,FALSE
3278,72322,6,43507,43507,3,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,14015.61,2.92,365.5,0,0,0,0,1.5,14015.61,365.5,FALSE,FALSE
3279,72326,6,43507,43507,27,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,30028.99,2.38,367.68,0,0,0,0,1.41,29185.72,344.89,FALSE,FALSE
3280,72372,6,43507,43507,5,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
3281,72541,6,43507,43507,6,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,23537.51,2.83,1826.67,0,0,0,0,0.6,16497.71,1570.6,FALSE,FALSE
3282,72641,6,24375,2784,18,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,164822.86,2.65,386.13,6000,127.66,12.69,45.5,1.13,164439.53,357.6,FALSE,FALSE
3283,72717,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,10543.24,3.33,1827,0,0,0,0,1,10543.24,1827,FALSE,FALSE
3284,72741,6,43507,43507,2,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,100000,3,549,0,0,0,0,1,0,0,FALSE,FALSE
3285,72800,6,43507,43507,10,0.031666667,4.666666667,0.023333333,1.666666667,0.02,11,0.02,1,26861.58,2.84,366,0,0,0,0,1.25,25452.35,366.12,FALSE,TRUE
